,0,Accur,Precision,Recall,F1,Fbeta,Balanced Score,ROC_Score,MMC,FM
0,Amostra 1 - T1,0.95,1.0,0.7777777777777778,0.8750000000000001,0.945945945945946,0.8888888888888888,0.9820788530465949,0.8547746665874759,0.9389712292938098
1,Amostra 1 - T2,0.925,0.875,0.7777777777777778,0.823529411764706,0.8536585365853658,0.8727598566308243,0.9784946236559139,0.7782896421160245,0.9016376722907014
2,Amostra 1 - T3,0.925,0.875,0.7777777777777778,0.823529411764706,0.8536585365853658,0.8727598566308243,0.96415770609319,0.7782896421160245,0.8968586997697933
3,Amostra 1 - T4,0.9,0.8571428571428571,0.6666666666666666,0.75,0.8108108108108107,0.8172043010752688,0.956989247311828,0.6972125160644389,0.8616681197326358
4,Amostra 1 - T5,0.925,0.875,0.7777777777777778,0.823529411764706,0.8536585365853658,0.8727598566308243,0.989247311827957,0.7782896421160245,0.9052219016813824
5,Amostra 2 - T1,0.85,0.6363636363636364,0.7777777777777778,0.7000000000000001,0.660377358490566,0.8243727598566308,0.9032258064516129,0.6067099699809586,0.7959919749329366
6,Amostra 2 - T2,0.775,0.5,0.5555555555555556,0.5263157894736842,0.5102040816326531,0.6971326164874552,0.7724014336917562,0.38021562140115595,0.6599127106039547
7,Amostra 2 - T3,0.85,0.6363636363636364,0.7777777777777778,0.7000000000000001,0.660377358490566,0.8243727598566308,0.9193548387096775,0.6067099699809586,0.8013683190189581
8,Amostra 2 - T4,0.825,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6140350877192983,0.8082437275985663,0.9139784946236559,0.5617676245298947,0.7787524366471735
9,Amostra 2 - T5,0.85,0.6363636363636364,0.7777777777777778,0.7000000000000001,0.660377358490566,0.8243727598566308,0.935483870967742,0.6067099699809586,0.8067446631049796
10,Amostra 3 - T1,0.9,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8566308243727598,0.9390681003584229,0.7132616487455197,0.8578255675029869
11,Amostra 3 - T2,0.825,0.6,0.6666666666666666,0.631578947368421,0.6122448979591837,0.7688172043010753,0.899641577060932,0.5184758473652127,0.7602345597737302
12,Amostra 3 - T3,0.875,0.75,0.6666666666666666,0.7058823529411765,0.7317073170731707,0.8010752688172043,0.9283154121863799,0.6286185570937121,0.8203659993589184
13,Amostra 3 - T4,0.875,0.75,0.6666666666666666,0.7058823529411765,0.7317073170731707,0.8010752688172043,0.9175627240143369,0.6286185570937121,0.8167817699682374
14,Amostra 3 - T5,0.9,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8566308243727598,0.946236559139785,0.7132616487455197,0.8602150537634409
