,0,Accur,Precision,Recall,F1,Fbeta,Balanced Score,ROC_Score,MMC,FM
0,Amostra 1 - T1,0.775,0.5,1.0,0.6666666666666666,0.5555555555555556,0.8548387096774194,0.9820788530465949,0.5956833971812706,0.7974910394265233
1,Amostra 1 - T2,0.9,0.6923076923076923,1.0,0.8181818181818181,0.7377049180327869,0.935483870967742,0.9820788530465949,0.7765163665331185,0.8850892140157081
2,Amostra 1 - T3,0.9,0.6923076923076923,1.0,0.8181818181818181,0.7377049180327869,0.935483870967742,0.9820788530465949,0.7765163665331185,0.8850892140157081
3,Amostra 1 - T4,0.925,0.75,1.0,0.8571428571428571,0.7894736842105263,0.9516129032258065,0.9820788530465949,0.8230548917531015,0.9077218134943092
4,Amostra 1 - T5,0.9,0.6923076923076923,1.0,0.8181818181818181,0.7377049180327869,0.935483870967742,0.9820788530465949,0.7765163665331185,0.8850892140157081
5,Amostra 2 - T1,0.825,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.6153846153846153,0.8476702508960573,0.9068100358422939,0.6087639642274757,0.7899549673743221
6,Amostra 2 - T2,0.825,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6140350877192983,0.8082437275985663,0.946236559139785,0.5617676245298947,0.7895051248192165
7,Amostra 2 - T3,0.825,0.5625,1.0,0.72,0.6164383561643836,0.8870967741935484,0.9032258064516129,0.6599120175960899,0.8022536456031816
8,Amostra 2 - T4,0.85,0.6,1.0,0.7499999999999999,0.6521739130434783,0.9032258064516129,0.8924731182795699,0.6956083436402524,0.8159576125915536
9,Amostra 2 - T5,0.85,0.6,1.0,0.7499999999999999,0.6521739130434783,0.9032258064516129,0.8924731182795698,0.6956083436402524,0.8159576125915535
10,Amostra 3 - T1,0.825,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.6153846153846153,0.8476702508960573,0.9068100358422939,0.6087639642274757,0.7899549673743221
11,Amostra 3 - T2,0.825,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6140350877192983,0.8082437275985663,0.946236559139785,0.5617676245298947,0.7895051248192165
12,Amostra 3 - T3,0.9,0.6923076923076923,1.0,0.8181818181818181,0.7377049180327869,0.935483870967742,0.935483870967742,0.7765163665331185,0.869557553322757
13,Amostra 3 - T4,0.85,0.6153846153846154,0.8888888888888888,0.7272727272727274,0.6557377049180328,0.8637992831541219,0.942652329749104,0.6486947424124406,0.8207297726070862
14,Amostra 3 - T5,0.9,0.6923076923076923,1.0,0.8181818181818181,0.7377049180327869,0.935483870967742,0.935483870967742,0.7765163665331185,0.869557553322757
