,0,Accur,Precision,Recall,F1,Fbeta,Balanced Score,ROC_Score,MMC,FM
0,Amostra 1 - T1,0.875,0.7,0.7777777777777778,0.7368421052631577,0.7142857142857143,0.8405017921146953,0.9569892473118279,0.6567360733292693,0.8372589179040792
1,Amostra 1 - T2,0.875,0.7,0.7777777777777778,0.7368421052631577,0.7142857142857143,0.8405017921146953,0.9569892473118279,0.6567360733292693,0.8372589179040792
2,Amostra 1 - T3,0.875,0.7,0.7777777777777778,0.7368421052631577,0.7142857142857143,0.8405017921146953,0.9569892473118279,0.6567360733292693,0.8372589179040792
3,Amostra 1 - T4,0.925,0.75,1.0,0.8571428571428571,0.7894736842105263,0.9516129032258065,0.96415770609319,0.8230548917531015,0.9017480978431743
4,Amostra 1 - T5,0.9,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.7547169811320754,0.8960573476702509,0.96415770609319,0.740789521357966,0.8716440116318388
5,Amostra 2 - T1,0.775,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.3333333333333333
6,Amostra 2 - T2,0.825,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.6153846153846153,0.8476702508960573,0.9157706093189963,0.6087639642274757,0.7929418251998896
7,Amostra 2 - T3,0.875,0.6428571428571429,1.0,0.782608695652174,0.6923076923076923,0.9193548387096775,0.942652329749104,0.7342823073671614,0.851438286922158
8,Amostra 2 - T4,0.85,0.6,1.0,0.7499999999999999,0.6521739130434783,0.9032258064516129,0.9139784946236559,0.6956083436402524,0.8231260713729157
9,Amostra 2 - T5,0.85,0.6,1.0,0.7499999999999999,0.6521739130434783,0.9032258064516129,0.946236559139785,0.6956083436402524,0.8338787595449587
10,Amostra 3 - T1,0.9,1.0,0.5555555555555556,0.7142857142857143,0.8620689655172413,0.7777777777777778,0.9569892473118279,0.7014723744122018,0.8656119968689491
11,Amostra 3 - T2,0.9,0.6923076923076923,1.0,0.8181818181818181,0.7377049180327869,0.935483870967742,0.9462365591397849,0.7765163665331185,0.873141782713438
12,Amostra 3 - T3,0.875,0.6428571428571429,1.0,0.782608695652174,0.6923076923076923,0.9193548387096775,0.953405017921147,0.7342823073671614,0.855022516312839
13,Amostra 3 - T4,0.875,0.6428571428571429,1.0,0.782608695652174,0.6923076923076923,0.9193548387096775,0.9462365591397849,0.7342823073671614,0.8526330300523849
14,Amostra 3 - T5,0.875,0.6428571428571429,1.0,0.782608695652174,0.6923076923076923,0.9193548387096775,0.9372759856630825,0.7342823073671614,0.8496461722268175
